Caller_ID,Timestamp,Caller_Location,Receiver_Location,Service_Type,Call_Duration_Seconds,Data_Transferred_MB,Network_Tower_ID,Customer_Plan,Call_Direction,Roaming_Status,Network_Congestion_Level,Signal_Strength,Time_to_Connect_Seconds,Allocated_Bandwidth_MB
2641,5/14/2023 1:25,Mumbai,Chennai,Voice,237,27.85080737,Tower_5,Postpaid,Outgoing,Yes,High,-69.05206455,1.712302015,5
2642,12/29/2023 19:31,Delhi,Chennai,Video,1028,147.7649769,Tower_7,Postpaid,Outgoing,No,High,-69.44570563,1.095104105,5
2643,5/11/2022 0:29,Ahmedabad,Bengaluru,Voice,452,,Tower_18,Postpaid,Outgoing,Yes,High,-81.43535026,5.966040056,
2644,12/29/2023 14:54,Hyderabad,Chennai,Video,981,,Tower_11,Postpaid,,No,High,-80.28009629,3.236943797,
2645,4/17/2022 4:41,Surat,Jaipur,Video,187,285.8363034,Tower_13,Prepaid,Outgoing,No,High,-81.9113965,5.886549442,5
2646,10/22/2022 12:29,Kolkata,Mumbai,Video,667,18.37582486,Tower_11,Postpaid,Incoming,No,Medium,-82.32097977,5.393974233,5
2647,8/25/2023 5:09,Ahmedabad,Hyderabad,Video,148,384.166136,Tower_3,Postpaid,Incoming,No,Low,-68.14314303,2.077547626,
2648,12/10/2022 0:22,Surat,Ahmedabad,Voice,840,6.756960936,,Prepaid,Outgoing,Yes,Low,-68.42293942,8.746318293,5
2649,2/8/2022 8:13,Lucknow,Lucknow,Video,295,209.2037738,Tower_12,Postpaid,,No,Low,-52.4446674,9.934521576,5
2650,7/3/2022 5:30,Bengaluru,Nagpur,Data,565,97.00623715,Tower_14,Postpaid,Outgoing,No,High,-76.04551613,8.469262279,5
2651,2/5/2023 11:07,Chennai,Ahmedabad,,320,267.2930443,Tower_19,Postpaid,,Yes,Medium,-50.07208612,9.788564713,5
2652,6/6/2022 9:02,Hyderabad,Chennai,Data,362,58.18814161,Tower_15,Prepaid,Incoming,Yes,Medium,-50.45638084,9.031242027,5
2653,9/18/2023 10:08,Kolkata,Kolkata,Voice,408,91.29471667,,Postpaid,Incoming,Yes,High,-83.7655853,2.703138423,5
2654,9/20/2023 12:35,Nagpur,Chennai,Data,269,80.12348352,Tower_15,Postpaid,Outgoing,Yes,High,-83.92375796,3.938534555,5
2655,4/8/2023 9:07,Mumbai,Bengaluru,Voice,210,96.71837099,Tower_2,Prepaid,Outgoing,No,High,-58.68046571,2.626983594,5
2656,10/30/2022 9:31,Lucknow,Hyderabad,Video,858,72.90247528,Tower_5,Prepaid,Incoming,Yes,High,-56.70948456,6.164416623,5
2657,3/27/2022 5:44,Bengaluru,Kolkata,Voice,92,32.42419724,Tower_14,Postpaid,Incoming,Yes,Medium,-65.33648648,3.104635322,5
2658,2/18/2022 9:30,Hyderabad,Chennai,Data,455,40.19661531,Tower_15,Postpaid,,Yes,Low,-53.332747,3.099393117,5
2659,1/5/2022 8:29,Surat,Lucknow,Video,755,85.56914217,Tower_4,Prepaid,Outgoing,No,Medium,-75.75443352,9.673908849,5
2660,6/16/2022 3:01,Lucknow,Chennai,Video,506,460.9471326,Tower_11,Prepaid,Outgoing,No,Medium,-68.4141083,1.78501725,5
2661,4/7/2023 2:57,Ahmedabad,Ahmedabad,Video,477,361.0022034,Tower_9,Prepaid,Incoming,No,Low,-76.22532447,6.833970424,
2662,1/14/2022 20:57,Bengaluru,Surat,Voice,1176,69.44725808,Tower_15,Postpaid,Outgoing,No,Low,-58.5759283,9.103384201,5
2663,11/20/2022 7:33,Jaipur,Ahmedabad,Video,504,494.8785785,Tower_16,Prepaid,Outgoing,No,Medium,-64.68917035,9.852317128,5
2664,6/29/2023 9:35,Jaipur,Chennai,Voice,433,8.532847764,Tower_16,Postpaid,Incoming,No,Low,-52.75100963,8.653265089,5
2665,3/19/2023 22:53,Nagpur,Ahmedabad,Voice,186,54.71277113,Tower_3,Postpaid,Outgoing,No,Medium,-83.50876703,1.111744803,5
2666,7/30/2023 3:35,Kolkata,Pune,Data,363,75.97325394,Tower_7,Postpaid,Incoming,No,Low,-63.23955901,4.327181045,5
2667,3/31/2022 1:53,Chennai,Pune,Voice,559,98.12282404,Tower_7,Prepaid,Incoming,No,Low,-68.14132596,4.075321412,5
2668,8/5/2022 14:11,Lucknow,Chennai,Video,566,469.2584019,Tower_1,Prepaid,Outgoing,No,High,-53.48557153,5.195030724,5
2669,6/5/2022 18:52,Lucknow,Jaipur,,166,4.280212757,Tower_15,Postpaid,Outgoing,No,High,-75.78785596,4.04388919,5
2670,1/31/2022 23:54,Jaipur,Hyderabad,Voice,1070,16.0595239,Tower_10,Postpaid,Outgoing,Yes,High,-61.20678753,8.50428378,5
2671,7/17/2022 2:29,Delhi,Kolkata,Data,71,,Tower_2,,Incoming,No,High,-71.97331518,1.708848397,
2672,8/4/2023 23:51,Lucknow,Bengaluru,Video,457,338.8811999,Tower_6,Postpaid,Incoming,Yes,High,-68.72109366,2.926761891,5
2673,1/22/2023 15:14,Nagpur,Delhi,Video,656,166.3567165,Tower_4,Postpaid,Incoming,No,Medium,-84.54458428,1.741639911,5
2674,7/7/2022 17:09,Lucknow,Lucknow,Data,494,86.30405839,Tower_6,,Outgoing,No,High,-81.42798602,8.041117673,5
2675,4/28/2023 11:50,Pune,Chennai,Voice,495,79.27001363,Tower_15,Postpaid,Outgoing,No,High,-56.51523499,6.797356381,5
2676,3/9/2022 19:27,Surat,Ahmedabad,Video,432,362.9588959,Tower_3,Postpaid,Incoming,Yes,High,-81.28836,7.240263537,5
2677,2/11/2023 0:20,Bengaluru,Pune,Data,509,2.327076611,Tower_16,Postpaid,Incoming,Yes,High,-66.62130328,9.122702851,5
2678,11/18/2023 6:17,Hyderabad,Delhi,Video,410,133.3547875,Tower_8,Postpaid,Incoming,No,High,-75.05918327,6.68700705,5
2679,5/25/2023 4:47,Delhi,Bengaluru,Voice,186,29.83897806,Tower_10,Postpaid,Outgoing,No,Low,-67.88013669,3.573258183,5
2680,10/21/2022 12:42,Hyderabad,Lucknow,Voice,673,80.41991058,Tower_13,,Incoming,No,Medium,-70.48585991,2.948429894,5
2681,5/19/2023 13:18,Mumbai,Mumbai,Video,287,,Tower_10,Prepaid,Incoming,No,Low,-63.88727905,3.089339921,
2682,12/4/2022 3:44,Delhi,Nagpur,Video,742,149.4811428,Tower_6,,Incoming,No,High,-77.59992589,7.731030286,5
2683,9/14/2023 6:53,Delhi,Nagpur,Video,50,282.3769785,Tower_8,Prepaid,Outgoing,Yes,High,-85.86215533,4.12807853,5
2684,3/19/2023 3:49,Jaipur,Kolkata,Voice,35,48.79893194,Tower_18,Postpaid,Incoming,Yes,Medium,-76.00507637,8.120437184,5
2685,3/18/2023 0:55,Ahmedabad,Nagpur,Video,571,357.6014652,Tower_12,Prepaid,Incoming,Yes,Low,-67.39209915,6.502908131,
2686,1/17/2023 6:23,Hyderabad,Mumbai,Data,1097,29.25933093,Tower_17,Postpaid,Outgoing,No,High,-88.36016358,8.922679457,5
2687,11/13/2023 20:35,Nagpur,Ahmedabad,Data,306,45.0866422,Tower_17,Postpaid,Outgoing,Yes,Low,-75.38421846,5.885176415,5
2688,10/1/2023 7:25,Ahmedabad,Delhi,Voice,679,3.269235742,Tower_14,Postpaid,Outgoing,Yes,Medium,-83.69455857,5.628443459,
2689,6/3/2022 7:41,Ahmedabad,Ahmedabad,Data,589,4.414889058,Tower_2,Prepaid,Incoming,Yes,Medium,-71.28742815,3.802741785,
2690,3/2/2022 14:46,Delhi,Lucknow,Data,223,20.94257286,Tower_10,Prepaid,,No,Medium,-70.28699696,6.155794036,5
2691,6/6/2022 0:12,Surat,Chennai,Data,452,48.22960821,Tower_9,,Outgoing,Yes,High,-82.4140948,3.05310163,5
2692,2/9/2022 8:46,Jaipur,Delhi,Video,133,190.753465,Tower_15,Postpaid,Incoming,Yes,Medium,-59.9761055,9.738462553,5
2693,1/30/2022 16:12,Hyderabad,Chennai,Data,792,74.34094814,Tower_5,,Incoming,No,Medium,-87.81041456,7.98444063,5
2694,9/17/2022 0:48,Hyderabad,Nagpur,Data,103,51.34921427,Tower_2,Postpaid,Incoming,No,Medium,-54.70987507,4.089237354,5
2695,3/23/2022 7:18,Bengaluru,Surat,Data,554,19.13040179,Tower_18,Prepaid,Outgoing,No,Medium,-86.42875695,4.486974556,5
2696,4/7/2022 8:40,Kolkata,Chennai,Voice,211,,Tower_10,Postpaid,Outgoing,Yes,Medium,-82.74747674,3.974026186,
2697,10/7/2023 15:40,Surat,Pune,Video,671,,Tower_9,Prepaid,Incoming,Yes,Medium,-61.77585835,4.219093822,
2698,8/14/2022 8:23,Surat,Surat,Voice,148,46.51960731,,Postpaid,Outgoing,No,Low,-73.69606665,1.238090549,5
2699,7/19/2023 14:32,Surat,Chennai,Voice,524,69.15252431,Tower_19,Postpaid,Outgoing,Yes,Medium,-66.42605694,8.974457562,5
2700,6/9/2023 11:37,Delhi,Ahmedabad,Data,261,76.8193781,Tower_17,Postpaid,Outgoing,No,Low,-67.66112313,8.081128908,5
2701,9/19/2022 1:58,Nagpur,Delhi,Voice,84,89.5038608,Tower_9,Prepaid,,Yes,Medium,-88.61108528,7.215536801,5
2702,6/10/2023 13:09,Pune,Lucknow,Voice,246,81.65079061,Tower_18,Prepaid,Outgoing,No,Low,-50.34339815,8.347331702,5
2703,10/22/2023 7:57,Chennai,Chennai,Voice,908,84.96137172,Tower_3,,Incoming,No,High,-58.39778777,3.061225714,5
2704,4/2/2022 10:06,Lucknow,Surat,Data,428,53.21617241,Tower_6,Postpaid,Incoming,Yes,Low,-86.50081577,6.902640537,5
2705,1/28/2022 2:22,Ahmedabad,Pune,Video,1148,110.6627824,Tower_16,Prepaid,Outgoing,Yes,Low,-78.62624361,6.88549305,
2706,9/25/2022 10:43,Ahmedabad,Surat,Voice,307,29.4426802,Tower_8,Postpaid,Incoming,No,Low,-78.00034118,1.436801057,
2707,7/11/2023 18:18,Delhi,Chennai,Voice,414,67.40184827,Tower_9,Postpaid,,Yes,Low,-61.78204529,7.787809828,5
2708,12/17/2023 10:49,Jaipur,Mumbai,Voice,785,49.62271503,Tower_13,Postpaid,Outgoing,Yes,Low,-59.33310059,9.449163188,5
2709,3/16/2022 11:42,Pune,Kolkata,Voice,584,91.95365118,Tower_4,Postpaid,Outgoing,No,Low,-60.42939397,8.183819206,5
2710,7/27/2023 0:41,Pune,Bengaluru,Data,511,80.0066117,Tower_14,Prepaid,Incoming,No,Low,-52.84662805,6.322005213,5
2711,11/3/2023 8:25,Mumbai,Chennai,Video,224,167.695479,Tower_14,Postpaid,Outgoing,No,Low,-71.87306352,8.865165149,5
2712,6/25/2023 4:00,Delhi,Chennai,Video,578,227.4303277,Tower_13,Prepaid,Incoming,No,Low,-83.32104505,6.180194131,5
2713,5/31/2023 20:13,Nagpur,Chennai,Data,363,,Tower_18,Postpaid,Outgoing,Yes,High,-52.30955305,4.584307682,
2714,2/25/2023 21:16,Lucknow,Lucknow,Video,118,431.5407598,Tower_4,Prepaid,Outgoing,No,Medium,-69.84722519,5.101819326,5
2715,3/6/2023 16:36,Mumbai,Kolkata,Video,39,25.60245483,Tower_2,Prepaid,Outgoing,No,High,-65.59004087,7.375230424,5
2716,12/11/2023 17:40,Ahmedabad,Kolkata,Voice,1130,,,Postpaid,Outgoing,Yes,High,-78.14529573,6.126946291,
2717,6/25/2023 14:46,Lucknow,Chennai,,279,34.78961481,Tower_10,Postpaid,Outgoing,No,Low,-85.50238353,1.760911504,5
2718,7/14/2023 19:23,Surat,Hyderabad,Data,485,78.60777596,Tower_13,Postpaid,Outgoing,No,Low,-62.76088283,5.973711236,5
2719,2/12/2023 7:14,Bengaluru,Delhi,Voice,86,27.73024563,Tower_9,Postpaid,Incoming,No,Low,-50.10535274,9.824132538,5
2720,7/20/2022 8:42,Hyderabad,Surat,Voice,376,70.56130694,Tower_10,Prepaid,Outgoing,Yes,Medium,-72.86630439,5.782584763,5
2721,5/13/2023 5:25,Bengaluru,Bengaluru,,530,84.35877337,Tower_16,Postpaid,Incoming,Yes,Medium,-77.04243519,6.478574343,5
2722,8/16/2023 13:58,Ahmedabad,Jaipur,Video,377,254.2020083,,Prepaid,Outgoing,No,Medium,-72.86598865,5.182497606,
2723,7/11/2022 23:03,Mumbai,Pune,Video,299,431.9169947,Tower_4,Postpaid,Incoming,No,Medium,-64.6627864,2.490071636,5
2724,3/18/2022 3:54,Pune,Lucknow,Data,532,46.59040683,Tower_16,Postpaid,Outgoing,No,Medium,-63.47216699,2.840593335,5
2725,11/28/2022 8:29,Lucknow,Chennai,Data,590,93.98054585,Tower_7,Postpaid,Incoming,No,High,-65.8995465,6.761182739,5
2726,2/28/2023 16:38,Kolkata,Lucknow,Video,310,22.75447941,Tower_5,Postpaid,Incoming,No,High,-59.24972094,8.533895516,5
2727,2/1/2023 23:08,Lucknow,Mumbai,Video,267,133.43505,Tower_5,Postpaid,Outgoing,No,Medium,-51.18464709,8.264679113,5
2728,11/29/2022 13:22,Nagpur,Surat,Voice,202,29.9047291,Tower_8,Prepaid,Outgoing,No,Low,-61.30766351,5.026316302,5
2729,3/7/2023 3:31,Kolkata,Surat,Voice,109,4.187445787,Tower_10,Postpaid,Incoming,Yes,High,-71.51076136,9.421046768,5
2730,6/1/2022 0:26,Hyderabad,Lucknow,Voice,422,20.57899513,Tower_17,Prepaid,Incoming,No,High,-68.92055127,4.370048898,5
2731,11/23/2022 10:08,Lucknow,Chennai,Video,182,145.9891081,Tower_10,Prepaid,Incoming,No,High,-77.17341095,8.3802504,5
2732,12/29/2022 0:57,Surat,Delhi,Data,1014,17.08260226,Tower_6,Prepaid,Outgoing,No,Medium,-59.54209671,8.100794691,5
2733,10/23/2022 11:21,Nagpur,Bengaluru,Data,1152,61.84785349,Tower_6,Prepaid,Incoming,No,Low,-82.91055209,7.140063408,5
2734,3/23/2023 22:17,Pune,Chennai,Data,552,59.08850935,Tower_16,Postpaid,Incoming,Yes,High,-55.90599533,7.367846407,5
2735,3/11/2023 15:47,Lucknow,Delhi,Video,306,156.3551521,Tower_2,Prepaid,Incoming,No,High,-87.08669084,9.448397348,5
2736,9/25/2023 22:54,Delhi,Delhi,Video,175,221.9168542,Tower_1,Postpaid,Incoming,Yes,Low,-52.00389622,1.982773895,5
2737,1/28/2022 21:43,Lucknow,Chennai,Voice,796,24.03811184,Tower_15,Prepaid,Outgoing,No,Medium,-86.02468884,8.693507361,5
2738,4/8/2023 0:34,Delhi,Ahmedabad,Voice,165,4.399995051,Tower_17,Postpaid,Outgoing,Yes,Medium,-59.68751872,4.255217302,5
2739,5/6/2022 12:27,Pune,Bengaluru,Video,551,356.4466051,Tower_19,Prepaid,Outgoing,No,Medium,-59.29973218,1.641274168,5
2740,3/26/2022 9:12,Bengaluru,Kolkata,Video,100,244.8693861,Tower_17,Prepaid,Outgoing,No,Medium,-67.01732385,1.435773752,5
2741,4/16/2022 14:07,Bengaluru,Bengaluru,Video,423,394.3044053,Tower_8,Postpaid,,Yes,Low,-74.66593463,5.274355177,5
2742,8/6/2023 5:24,Mumbai,Mumbai,Data,371,4.860149066,Tower_2,Postpaid,Outgoing,No,Low,-72.87402232,4.633062919,5
2743,4/1/2022 10:58,Surat,Bengaluru,Voice,140,67.00885007,Tower_14,Postpaid,Outgoing,No,Low,-65.5156169,2.316090269,5
2744,11/6/2022 13:05,Mumbai,Chennai,Voice,256,10.47069506,Tower_17,Prepaid,Outgoing,No,Low,-71.72734695,8.432680909,5
2745,10/3/2023 18:44,Ahmedabad,Jaipur,Data,1178,96.31095423,Tower_9,Prepaid,Outgoing,No,Low,-56.52386219,6.985433011,
2746,2/4/2023 10:48,Ahmedabad,Hyderabad,Data,592,88.93122836,Tower_17,Prepaid,Incoming,No,High,-78.29614226,5.966110572,
2747,3/8/2022 3:55,Jaipur,Nagpur,Video,548,229.7239419,Tower_12,,Outgoing,No,Low,-65.36840804,5.956891537,5
2748,10/25/2023 12:57,Jaipur,Pune,Voice,678,5.733818922,Tower_9,Postpaid,Incoming,Yes,High,-85.91752859,3.095775908,5
2749,5/19/2022 14:06,Chennai,Chennai,Data,555,,Tower_18,Prepaid,Incoming,No,High,-85.49050847,6.650048563,
2750,4/11/2023 18:32,Lucknow,Delhi,Voice,312,64.9474843,,Prepaid,Outgoing,No,Medium,-79.97815764,4.010015682,5
2751,2/22/2022 17:20,Pune,Chennai,Video,110,440.7988889,,Prepaid,Incoming,Yes,Low,-71.65804914,2.798388283,5
2752,5/22/2023 1:25,Pune,Pune,Video,125,118.1431958,Tower_8,Prepaid,Incoming,No,Medium,-75.35946433,8.923133763,5
2753,8/25/2022 8:55,Jaipur,Bengaluru,Voice,386,65.23598454,Tower_17,Postpaid,Outgoing,Yes,Low,-78.94357836,6.118551475,5
2754,8/15/2023 6:00,Hyderabad,Nagpur,Video,60,64.86675554,Tower_12,Prepaid,Incoming,Yes,High,-51.58250784,2.569494396,5
2755,12/17/2023 7:36,Bengaluru,Bengaluru,Video,1199,65.59564575,Tower_18,Postpaid,,Yes,Medium,-76.22514438,6.978330794,5
2756,9/5/2023 19:59,Lucknow,Kolkata,Voice,446,68.28791088,Tower_18,Prepaid,Incoming,Yes,Low,-74.72117366,9.20286378,5
2757,10/10/2022 6:32,Lucknow,Jaipur,Data,839,7.784072772,Tower_2,Prepaid,Incoming,Yes,High,-63.99375117,8.755101876,5
2758,1/17/2022 16:09,Ahmedabad,Chennai,,722,81.46951607,Tower_4,Prepaid,Incoming,No,High,-59.57408242,2.636926283,
2759,8/25/2022 17:57,Ahmedabad,Delhi,Voice,359,50.31669529,Tower_8,Postpaid,Incoming,Yes,High,-62.4507857,9.026876502,
2760,2/12/2022 12:26,Surat,Pune,Data,410,48.84053876,Tower_15,Prepaid,Outgoing,Yes,High,-54.32527182,6.188138708,5
2761,5/19/2023 20:55,Pune,Lucknow,Voice,476,60.81985545,Tower_9,Postpaid,Outgoing,No,Medium,-66.43196373,7.497315729,5
2762,10/3/2023 13:37,Mumbai,Pune,,648,53.52010391,Tower_13,Prepaid,Outgoing,Yes,Medium,-82.92547152,6.95914614,5
2763,8/20/2023 4:27,Bengaluru,Kolkata,Video,405,206.3402715,Tower_2,Prepaid,Outgoing,No,Medium,-78.34390935,8.658156899,5
2764,11/10/2022 13:05,Pune,Surat,Data,329,33.3231978,Tower_9,Prepaid,Incoming,Yes,Low,-86.61826658,9.868102468,5
2765,7/29/2023 15:40,Jaipur,Chennai,Voice,369,19.04901904,Tower_12,,Outgoing,No,High,-58.00434783,9.327952485,5
2766,6/25/2023 1:36,Nagpur,Chennai,Video,291,454.5479351,Tower_6,Postpaid,Incoming,No,Low,-88.59649555,6.862603228,5
2767,11/18/2023 14:19,Lucknow,Ahmedabad,Video,375,169.0540526,Tower_10,Prepaid,Incoming,No,Low,-83.28484396,1.0869964,5
2768,7/16/2022 15:34,Nagpur,Mumbai,Video,430,196.9894262,Tower_1,Prepaid,Outgoing,No,High,-82.78067968,7.750756675,5
2769,5/30/2023 15:23,Chennai,Hyderabad,,511,35.57722568,Tower_14,Postpaid,Outgoing,Yes,Low,-83.46176567,4.086366485,5
2770,9/1/2023 3:56,Lucknow,Chennai,,268,298.1073817,Tower_2,Postpaid,Outgoing,No,Medium,-62.78937485,9.017307049,5
2771,3/5/2022 14:54,Ahmedabad,Kolkata,Video,559,139.8161342,Tower_18,Postpaid,Incoming,No,Low,-70.39484555,2.285454513,
2772,4/30/2023 12:16,Lucknow,Hyderabad,Voice,205,15.27475693,Tower_1,Postpaid,Incoming,No,High,-80.25384002,9.612785707,5
2773,4/13/2023 15:46,Kolkata,Bengaluru,Data,529,34.6444288,Tower_6,Postpaid,Incoming,Yes,High,-76.85730326,1.241667586,5
2774,7/30/2023 1:54,Kolkata,Kolkata,Video,405,,Tower_1,Prepaid,Outgoing,Yes,Medium,-65.21651599,1.339832256,
2775,9/13/2023 17:54,Lucknow,Pune,Data,58,88.05284427,Tower_10,Prepaid,Incoming,Yes,High,-88.32548817,9.901408727,5
2776,5/23/2023 4:53,Chennai,Nagpur,Voice,41,49.87539464,Tower_3,Prepaid,Outgoing,No,Medium,-84.6061455,3.306814419,5
2777,2/18/2022 5:05,Nagpur,Chennai,Voice,369,57.03348899,Tower_2,Postpaid,Incoming,No,High,-54.89606507,4.924442986,5
2778,9/24/2022 7:30,Ahmedabad,Surat,Voice,362,12.06105491,Tower_18,Prepaid,Incoming,Yes,High,-68.1500813,3.137707377,
2779,11/24/2023 5:07,Pune,Chennai,Voice,234,77.42691796,Tower_7,,Incoming,Yes,High,-83.07661709,2.255504243,5
2780,1/8/2022 23:03,Hyderabad,Pune,Data,720,94.6395002,Tower_8,Prepaid,Incoming,Yes,Low,-70.62298117,5.839937,5
2781,2/12/2022 20:32,Jaipur,Ahmedabad,Video,415,,Tower_12,Postpaid,Outgoing,Yes,Medium,-75.5404628,5.903859559,
2782,9/17/2022 22:10,Kolkata,Pune,Video,243,443.0992949,Tower_16,,Outgoing,Yes,High,-88.62527176,4.624311576,5
2783,5/7/2023 6:26,Pune,Kolkata,,357,238.8808092,Tower_6,Postpaid,Incoming,No,Medium,-65.39810206,8.643181279,5
2784,10/30/2022 21:30,Chennai,Delhi,Data,776,74.76218884,Tower_7,Prepaid,Incoming,No,Low,-77.21217253,7.697674965,5
2785,1/22/2023 22:10,Bengaluru,Lucknow,Video,992,202.8054698,Tower_18,Prepaid,Outgoing,Yes,High,-57.09023876,9.5211935,5
2786,4/30/2023 9:45,Surat,Chennai,,544,288.4901529,Tower_5,Prepaid,Outgoing,No,High,-59.95023879,9.687356822,5
2787,7/31/2023 23:53,Hyderabad,Hyderabad,Voice,572,72.80973632,Tower_5,Prepaid,Outgoing,Yes,Low,-51.01869785,2.998586571,5
2788,3/9/2023 17:15,Ahmedabad,Lucknow,Voice,529,85.8399147,Tower_19,,,No,Low,-76.59502933,4.522924182,
2789,1/26/2022 21:37,Lucknow,Chennai,Video,1157,,Tower_9,Prepaid,,Yes,Medium,-58.31923168,9.940307508,
2790,1/10/2023 0:16,Surat,Mumbai,Video,1177,351.2241664,Tower_8,Prepaid,Incoming,Yes,Low,-72.354047,8.28116688,5
2791,12/9/2022 23:45,Kolkata,Pune,Video,973,329.7378954,,Prepaid,Outgoing,Yes,Low,-79.86123435,8.881294356,5
2792,1/27/2023 19:07,Bengaluru,Chennai,Voice,838,7.685290535,Tower_16,Postpaid,Outgoing,No,Medium,-73.28724776,7.752811945,5
2793,5/30/2023 2:59,Jaipur,Chennai,Video,237,486.4238562,Tower_18,Postpaid,Outgoing,No,Medium,-66.62120273,4.515058922,5
2794,7/22/2022 16:54,Chennai,Kolkata,Voice,378,4.511488949,Tower_14,Prepaid,Incoming,No,High,-60.54779936,1.335093444,5
2795,7/15/2023 1:01,Pune,Lucknow,Voice,552,57.12809709,Tower_4,,Incoming,Yes,Low,-50.16544498,8.173755599,5
2796,6/23/2022 15:44,Bengaluru,Surat,Voice,239,75.99517242,Tower_1,Prepaid,Outgoing,Yes,High,-60.99972702,1.209900984,5
2797,1/12/2022 6:08,Jaipur,Pune,Video,993,186.8336071,Tower_17,Postpaid,Outgoing,Yes,Medium,-74.95653149,8.560256057,5
2798,9/15/2023 2:17,Nagpur,Nagpur,Data,463,6.284173924,Tower_2,Postpaid,Incoming,No,Medium,-87.04044463,2.829605999,5
2799,4/16/2022 18:34,Delhi,Lucknow,,400,141.1983161,Tower_19,Prepaid,Incoming,No,Medium,-86.60318644,6.586397774,5
2800,5/20/2022 13:08,Kolkata,Lucknow,Data,344,64.57124573,Tower_11,Postpaid,Outgoing,No,Low,-53.86608599,4.264796451,5
2801,12/18/2022 12:15,Kolkata,Chennai,Data,786,25.10111777,Tower_1,Prepaid,Incoming,Yes,High,-50.47967829,3.600440655,5
2802,9/29/2022 11:38,Surat,Pune,Voice,419,64.90356338,,Prepaid,Outgoing,No,Low,-57.28888464,8.820749486,5
2803,7/31/2023 21:05,Kolkata,Ahmedabad,Voice,184,98.00051315,Tower_13,Postpaid,,Yes,Low,-78.48983038,2.370436171,5
2804,3/6/2022 0:07,Mumbai,Nagpur,Data,132,64.90137413,Tower_15,Prepaid,Outgoing,Yes,Medium,-85.33806546,6.129885876,5
2805,6/22/2022 9:29,Surat,Chennai,Data,540,43.50901567,,Postpaid,Outgoing,No,High,-58.05287576,1.418039356,5
2806,2/22/2022 3:29,Nagpur,Jaipur,Video,263,122.6633301,Tower_4,,,Yes,Medium,-63.78041506,5.202299598,5
2807,8/16/2022 23:58,Nagpur,Delhi,Video,347,469.1567704,Tower_17,Prepaid,Outgoing,No,High,-78.11692169,3.106562433,5
2808,10/11/2022 10:51,Delhi,Kolkata,Data,712,2.394554804,Tower_3,Postpaid,Outgoing,Yes,Medium,-74.92024683,5.560405875,5
2809,11/17/2023 17:41,Jaipur,Jaipur,Data,305,54.14437648,Tower_1,Postpaid,Incoming,Yes,High,-53.65903878,4.972308043,5
2810,11/16/2022 22:59,Delhi,Jaipur,Data,464,29.76734366,Tower_13,,Outgoing,Yes,Medium,-87.72188531,2.851338655,5
2811,6/4/2023 6:54,Surat,Chennai,Data,188,64.44827482,Tower_1,Prepaid,Incoming,Yes,High,-85.50381155,5.066727986,5
2812,5/23/2023 14:31,Ahmedabad,Kolkata,Voice,125,45.00638724,Tower_15,Prepaid,,Yes,Low,-70.85193272,1.93609268,
2813,9/17/2023 23:45,Pune,Ahmedabad,Video,317,272.403731,Tower_2,Prepaid,Incoming,No,Medium,-50.96672441,6.020684642,5
2814,3/2/2023 13:56,Chennai,Mumbai,,111,70.863077,Tower_15,Prepaid,Incoming,Yes,Low,-72.41430718,3.719719242,5
2815,3/4/2023 12:38,Bengaluru,Chennai,Video,391,106.9487783,Tower_14,Prepaid,Incoming,Yes,Low,-64.10231513,3.94138119,5
2816,1/26/2022 17:48,Lucknow,Nagpur,Voice,945,42.70174363,Tower_9,Prepaid,Incoming,No,High,-64.53381763,3.063891172,5
2817,8/9/2023 20:54,Delhi,Surat,Voice,413,5.9859369,Tower_8,Postpaid,Incoming,Yes,High,-55.94294422,9.482120547,5
2818,8/5/2023 21:58,Kolkata,Jaipur,Video,35,357.4870112,Tower_16,Prepaid,Incoming,No,Medium,-71.97128058,6.074357325,5
2819,8/3/2022 10:40,Pune,Kolkata,Voice,528,91.04732539,Tower_12,Postpaid,Incoming,Yes,Low,-58.33128474,8.95383999,5
2820,10/14/2022 16:51,Lucknow,Hyderabad,Data,858,13.19239192,Tower_10,Prepaid,Outgoing,No,High,-63.15950101,6.811167927,5
2821,11/9/2023 13:15,Pune,Delhi,Video,299,466.6419935,Tower_9,Prepaid,Outgoing,Yes,Medium,-62.93324977,9.10769347,5
2822,12/2/2023 4:54,Ahmedabad,Bengaluru,Voice,600,6.564746229,,Prepaid,Incoming,Yes,High,-76.05422087,6.253662027,
2823,5/27/2022 16:47,Mumbai,Kolkata,Video,172,69.40116598,Tower_15,Prepaid,Incoming,Yes,Low,-86.97616499,9.428017805,5
2824,4/7/2023 0:22,Surat,Pune,Data,523,34.47298115,Tower_6,Postpaid,Incoming,No,High,-70.09012732,4.852430127,5
2825,7/4/2022 4:43,Ahmedabad,Lucknow,Video,372,74.21731428,Tower_6,Prepaid,Outgoing,No,High,-50.77631505,8.24102843,
2826,10/16/2022 6:52,Pune,Nagpur,Voice,808,18.77438597,,Postpaid,Incoming,No,Low,-52.18567462,2.294066557,5
2827,1/25/2022 4:04,Bengaluru,Nagpur,Voice,851,93.86985696,Tower_2,Postpaid,Incoming,Yes,High,-51.41939043,6.474972296,5
2828,11/8/2022 9:43,Surat,Jaipur,Voice,497,71.73511913,Tower_4,Postpaid,Incoming,No,Medium,-71.90743301,7.6100255,5
